modified_id,keyword,cluster
6058,aroma light chocolate dark fruits,ingredients
6058,flavor grapey chocolate molasses,taste
7383,think actual body brew needs much stronger support rush cherry barrages palate first,taste
7383,taste actual brew settles,taste
7383,tastebuds flushed intense cherry,ingredients
7383,brew contains two radicals,style
7383,needs work finish,taste
7252,almost head good lacing lasted thru brew,appearance
7252,forgot credit st bells reviews,taste
7252,strong rosted malt aroma,taste
7252,strong roasted malt presence,style
7252,one winner sure,style
7630,near sweet cloying like many commercial fruit beers past,taste
7630,flavor initially roasted malt strong cherry flavor,style
7630,black opaque color thick head settles,appearance
7630,cherry flavor tart tasty,ingredients
7630,like aroma cherry accents,ingredients
7939,light woody notes even bit vanilla,taste
7939,pours looks muddy water head,appearance
7939,pie cherries intense tartness kicks,ingredients
7939,thanks footbalm sending treat,taste
7939,flavor soft first wet,taste
4533,pitch black colour nice head,appearance
4533,roastedness little dry bitter finish,style
4533,nice aroma milk chocolate,ingredients
4533,roastedness smooth,taste
4533,flavour grass,ingredients
4814,rich sweet malt aroma essence honey ripe fruit,ingredients
4814,lots dark honey flavor sticky sweetness,ingredients
4814,premium oak brackett date,taste
4814,noog ii clear brown,appearance
5864,score calculated based upon notes old scoring system,style
5864,rich roasted chocolate malt flavor,ingredients
5864,light roasted malt aroma,style
5864,sf hfse black,appearance
5864,big tan head,appearance
9383,aroma lightly caramel hint bread,taste
9383,noble hop bitterness finish,ingredients
9383,decent slight head,appearance
9383,medium amber,appearance
6264,aroma thick dark chocolate heavily roasted coffee,ingredients
6264,nearly black pour small tan head,appearance
6264,bittersweet chocolate bit coffee well,ingredients
6264,another high quality michigan beer,taste
6264,thanks drewbeerme one,taste
9384,light malt aroma barely flavor mild malt taste light hoppish spice,ingredients
9384,pours copperish small white head,appearance
5171,acidic somewhat sharp flavor citrus fruits,taste
5171,traditional white label gueuze,taste
5171,hazy brown yellow color,appearance
5171,jumps like madman bottle,taste
5171,acidic aroma lemon,taste
8417,cherry orange sweet bourbon flavor,taste
8417,taste simple sweet,taste
8417,thanks cmubeerman,taste
8417,bad lager,taste
7934,pours hazy copper color ivory head good lacing,appearance
7934,bottle split springslicker decaturstevo,packaging
7934,aroma lots raisin caramel,ingredients
7934,toast mild bitterness finish,finish
7934,flavor intense caramel,ingredients
7382,light dark cherry nose presence wheat hops,ingredients
7382,real syrupy cherry taste wheat speak,ingredients
7382,wife bought mixed pack party try,taste
7382,beer companies stop trying fruit,taste
7382,set couple weeks got,taste
5663,poured hazy brown color orange highlights,appearance
5663,slightly sweet tongue medium bodied,taste
5663,well suited colder months,season
5663,tasted light molasses,taste
5663,crushed pine needles,taste
935,nice little hop balance keep check,ingredients
935,pours deceptive light copper color,appearance
935,sweet malty aroma honey orange,ingredients
935,flavor mostly malt caramel,ingredients
935,body gets richer warms,taste
9429,tangy bitter end,finish
9429,malty relatively light,taste
9429,chocolate coffee tastes,ingredients
9429,dark stout,style
9429,bottle bierkoning,packaging
6589,complex ipa rye hops dominate without much additional complexity flavoring aroma,ingredients
6589,pours gold color thought head white although others claimed differently,appearance
6589,much hoppy aroma rye pale ale,ingredients
6589,like different anything else market,price
6589,bottle pour tasting session athens,packaging
7715,representation berry peak showcases full range character rich fruit gently tart citric acid,taste
7715,follow new glarus revealed expected shelf life two years,taste
7715,grain also serves mellow tart quality citric acid,ingredients
7715,cellared one months low temps since trip madtown,taste
7715,delicious fresh raspberries raspberry compote seasoned lime juice,taste
5665,anchor porter blows anchor steam water,style
5665,chocolate roasted malt aroma,ingredients
5665,would regular access,style
5665,average small head,appearance
5665,smooth porter,style
9467,ugly head dissapears quickly,appearance
9467,refreshing summer day least,season
9467,considering lower alcohol content,alcohol
9467,watery weak taste,taste
1589,pour starts clear gold turns cloudy pour sediment,appearance
1589,mouthfeel pleasant amount carbonation well fruit juice,carbonation
1589,acidity similar pineapple juice grapefruit juice,taste
1589,head pale white lasts time,appearance
1589,slight notes cloves various spices,taste
2553,pours small fizzy head like soda pop clear pale yellow body,appearance
2553,one beers id consider putting lime add flavor,ingredients
2553,give extra points less flavor michelob ultra,taste
2553,flavor lacking say least find nothing define,taste
2553,suppose perfect like beer taste beery,taste
5426,appears bald intellectual looking fellow pretty satisfied almost smug look,appearance
5426,great example brown ale style distinctive characteristics make rogue product,style
5426,got great mug hazelnut brown,appearance
5426,rogue might worlds best brewery,taste
5426,look rogue hazelnut bottle,taste
6432,heavy body gives rise fresh banana cream pie,ingredients
6432,despondent upon realization bells batch going witbier,taste
6432,peach puree body touch white head,appearance
6432,reminds abbey double lot way,taste
6432,warms body moves esophagus,taste
7952,bodied palate toasty expert precision great build power first impression finish,palate
7952,aging slowly creeps toasted oak vanilla beans,taste
7952,dry brandy sugars flow seamlessly buttered toffee,ingredients
7952,nutty notes intriguing first impression,taste
7952,nutty notes core beast,taste
8116,flavor smokey little bit bitterness,style
8116,pick lot aroma maltyness,taste
8116,pretty nice porter,style
8116,pour dark brown,appearance
8116,bottle,taste
8622,worthy funky mothership connection name,style
8622,surprising new belgium,style
8622,bad beer either,taste
8622,almost wheat taste,ingredients
8622,semblance whit,ingredients
2308,palate nice faint tobacco bit caramel undercut fruity hops,ingredients
2308,pours crystal clear amber dark side medium,appearance
2308,even though style feels rather british,style
2308,definitely tell made american ingredients,taste
2308,light sudsy white head,appearance
4742,bottles bit past `` best '' dating,taste
4742,maybe ages well,style
4742,found quite refreshing,taste
4742,cherry understated appropriate,ingredients
4742,liked beer,taste
9238,cloudy yellow color white head,appearance
9238,taste tons orange,taste
9238,maybe much orange,appearance
9238,aroma almost fruits,taste
9238,touch wheat,ingredients
8003,strength beer felt alcohol manages stay well,taste
8003,tad much sweet side personal tastes,taste
8003,bodied smooth subtle carbonation,carbonation
8003,cloudy orange white head,appearance
8003,flavored notes wheat,ingredients
5693,palate full smooth nice middle road carbonation beer big needs successful opionion,carbonation
5693,hop monster expected nose good beer,ingredients
5693,flavor heavy malt followed nice warmth,taste
5693,deep copper pour medium tan head,appearance
5693,strong hops aroma greets right away,ingredients
1248,aroma light cherry hint bit hops fruit,ingredients
1248,bottle hazy brown pour white head,appearance
1248,flavor tart lot cherry,ingredients
1248,flavor better aroma,taste
1248,sweet sour aftertaste,finish
1395,slight hint ham bacon finish,style
1395,taste leans toward syrup smoke,style
1395,aroma barely detectable smoke sugar,style
1395,pours thin brown,appearance
1395,bad thought would,style
5159,central waters bourbon barrel version half line,style
5159,great many start taste similar,taste
5159,love anything barrel,style
5159,usually intensely bourbony,style
5159,different enough,style
6781,clear amber body topped medium,appearance
6781,aroma medium sweet,aroma
6781,taste moderately sweet,taste
6781,medium body,taste
6781,white head,taste
1831,full rich body beginning finishes thin crisp lively carbonation,carbonation
1831,lots pleasing hops enough wheat showing make known,ingredients
1831,finish hoppier pleasing alcohol presence bitter,ingredients
1831,ill curious see progresses little age,style
1831,earthy yeast healthy dose spicy hops,ingredients
6600,beer feels muscular well full first sip fully developing flavor,taste
6600,advanced strong belgian ale cousins found higher price refrigerator,style
6600,mother told truly admirable man intellect speak anybody,style
6600,per tradition belgian ales lot fruit found,style
6600,abbey also seemed sweeter belgian ales,style
1725,pour nice chocolatey brown color ample brown head,appearance
1725,get hit strong sense earthy bitterness,finish
1725,rate lots peat flavor batch,style
1725,score changed reflect ratings,style
1725,nearly enjoyable newer vintages,taste
5900,dark cherries plums leading charge,taste
5900,big thanks jayg mgumby sharing,taste
5900,poured murky red color,appearance
5900,interesting see years beer,taste
5900,sourness remaining blanced harmonious,finish
5470,pours cloudy dark yellow big head good lacing,appearance
5470,palate crisp tart still incredibly smooth creamy,palate
5470,lemon finishes healthy dose bitter hops,ingredients
5470,flavor spicy bread dough,ingredients
5470,brew wish available time,taste
2357,tasting beer well refined drinks easy,taste
2357,say beer except `` terrific '',taste
2357,pours medium brown moderate head,appearance
2357,beer delivers excellent flavor mouthfeel,taste
2357,balanced alcohol reveal complex,alcohol
8741,nice though bit thin wheat flavour,ingredients
8741,aroma wheat sweetness,ingredients
8741,bit sweet,taste
8741,malty bitterness,taste
8741,hazy golden,appearance
4534,let sit years see things start mesh,style
4534,train wreck caramel grapefruit pith flavor,ingredients
4534,bittersweet finish pinch salt wee end,finish
4534,also chock full cotton candy caramel,aroma
4534,white head decent retention,appearance
1045,enough bitter malt perfectly well balanced,taste
1045,best imperial ipa ever,style
1045,nice foam lightish tannish,appearance
1045,aftertaste great lingers mouth,finish
1045,cream colored foam,appearance
8245,pours clear reddish brown one finger biege head,appearance
8245,almost like barleywine without hops,taste
8245,flavor vanilla rock candy malt,taste
8245,tasty sure much complexity,taste
8245,light weepy rings lacing,appearance
1099,surprisingly opaque black thin layer cream skin,appearance
1099,mild pleasant hint costa rican light roast,style
1099,smoked prosciutto maple bacon,style
1099,oceanic peat tones tongue,style
1099,lactose dominates bit warmth,taste
4732,respectable level residual sweetness left medium length finish,finish
4732,revealing gentle breath herbal hops slow alcohol warming,ingredients
4732,actually smells alot like chimay tripel cold,taste
4732,holds well stylistically high end abv spectrum,taste
4732,light golden amber color finger sudsy,appearance
9239,dark full bodied wheat beer,style
9239,detectable hop flavor aroma,ingredients
9239,slight sweet aroma,aroma
9239,flavor sweet tart,finish
9239,malt character good,taste
8869,pours hazy golden orange massive foamy white head,appearance
8869,taste bland slightly bitter faint pine grapefruit undertones,taste
8869,faint hoppy aroma,ingredients
8869,way much foam,appearance
8869,weak ipa,style
9044,pours dark yellow white head,appearance
9044,taste lemon weird grain,taste
9044,good summer ale,season
9044,crisp hop finish,ingredients
9044,oz bottle,taste
7656,apples grassy herbal hops seem take charge taste profile,ingredients
7656,deteriorates quickly unfortunately showing diacetyl presence month release,finish
7656,residual raw honey malty aftertaste becomes dry,ingredients
7656,light pale malt breadiness balances things,taste
7656,spritzy carbonation keeps things lively,carbonation
8246,taste malty sweet touch hops end,ingredients
8246,aroma consisted bread hops well,ingredients
8246,pours amber white head,appearance
8246,thanks badgerben,taste
8246,quite good,style
8896,pours cloudy straw color lots floaties,appearance
8896,fairly smooth beer pleasant light bitterness,taste
8896,lightly sweetened banana flavor,ingredients
8896,aroma yeast herbal hops,ingredients
8896,light spotty lacing,appearance
4253,usually style gravitate towards could perhaps use little bitterness undoubtedly decent drinking pint,finish
4253,light remains eminently quaffable avoiding heavy bready malt character creep bohemian pilsners,taste
4253,mid gold colour good balance biscuity malt grassy hop,ingredients
4253,rebranded simply summit pilsner thought pretty respectable one,taste
4253,czech style german,taste
7424,cloudy mahogany brown chestnut highlights thin tan head,appearance
7424,dark flavors bitter fruits surrounded caramelized roundness distinct,taste
7424,dark flavor profile leads complex finish ends clean,finish
7424,body fairly light nimble despite dense,taste
7424,pours dark,appearance
2066,pour pure golden apparent head,appearance
2066,first sniff brings pure alcohol,alcohol
2066,early batch top iipa buds,taste
2066,calmed throughtout tasting,taste
2066,top honest,style
5644,black opaque tan head,appearance
5644,thanks holdenn sharing brew,style
5644,nice full body,taste
5644,thanks holdenn,taste
5644,smokey malt,taste
6050,palate dense long remnants many berry reductions,taste
6050,finishes brilliant pulse burnt crust crme brulee,taste
6050,probably destined true transcendence little age,style
6050,impenetrable appearance ruby shades near rim,appearance
6050,layered aroma heavy bourbon influence,style
6675,oz bottle pours ruby orange wispy head fades cloudy trails top,appearance
6675,great feeling able drink amazing beer freely knowing came,taste
6675,undertone seems confuse id either like see less,appearance
6675,happy find around wisconsin bottle shop,packaging
6675,earth sour cherry aroma really like,ingredients
6408,caramel malts ciitrus hops make beer,ingredients
6408,rbsg grand tasting thanks captaincougar,taste
6408,first terrapin beer,taste
6408,hoppy brown ale,style
6408,kp bringing brew,style
8678,thru '' brown ruby edges beige head,appearance
8678,light bodied somewhat watery medium carbonation,carbonation
8678,notes light chocolate caramel,taste
8678,flavor kind light overall,taste
8678,slight spike sourness end,finish
1245,enough dry earthy bitterness makes keep joyously balance,finish
1245,sampled ml bottle montreal glouglouburps roof tiggmtl,packaging
1245,even beauty able capture attention,style
1245,woody muted dry hops,ingredients
1245,smallish creamy lasting head,appearance
2054,probably overpriced unfortunately return beer seemed like bad thing pick,taste
2054,rbsg tasting brought along something compelled pick rileys recent trip,taste
2054,corn forms base aroma bit odd funk,ingredients
2054,style whole one deserve much attention,style
2054,perhaps people drink brown paper bag,taste
2475,flavor slightly weaker aroma sweet nice mouthfeel lively carbonation reminded champagne,taste
2475,poured dark brown red highlights large white head,appearance
2475,aroma yeasty sweet notes dark fruit,ingredients
2475,nice beer still prefer maudite,taste
2475,visible sediment floating around one,appearance
9641,big sweet front hint hoppy love,ingredients
9641,finish clean bit burn alcohol,alcohol
9641,caramel nose hint spice,aroma
9641,medium body nice mouthfeel,taste
9641,brown head,appearance
8539,definiitely drinkable hefe fairly worthwhile,style
8539,xxx best hefe,taste
9288,pours golden color medium white head dimishes small head,appearance
9288,nice lacing one stays,appearance
9288,decent pilsener new belgium,taste
9288,aroma hops wheat grass,ingredients
9288,taste wheat malt,taste
1814,even sure `` light sipping '' would much,style
1814,huge coffee aroma smooth expected aging,ingredients
1814,know top beer tried,taste
1814,roasted rich bitterness,style
1814,became much,style
6810,guess german hops could slight medicinal flavor taste towards end,ingredients
6810,none dry roasted malty bitterness find good porter,style
6810,feeling stupid buying six also singles rack,taste
6810,carbonation like porter body thin light,carbonation
6810,porter waste time taste buds,style
9048,pours nice golden color,appearance
9048,typical sam adams,taste
9048,offensive smell taste,taste
9048,nice every,taste
9048,quite transparent,appearance
2172,pours black foamy beige head smells dark chocolate,appearance
2172,leaves taste buds tingling bit flat,taste
2172,hops finish sharp citrus accent,ingredients
2172,tastes nearly good smells,taste
2172,considering smells amazing,aroma
7078,tastes sweet slight alcohol aftertaste,alcohol
7078,aroma dominated caramel malt,ingredients
7078,amber color tan,appearance
7078,white head,taste
7078,pours reddish,appearance
2557,pours golden lots carbonation fizzy white head fades rather quick,appearance
2557,flavor grainy good amount orange candy flavor well,taste
2557,light crisp palate lots carbonation,carbonation
2557,flavors looked intriguing known better,taste
2557,alot like drinking orange soda,taste
8117,seems like every time gets hoppier could anticipate much get right comes,ingredients
8117,years since rated never rerated,style
8117,monster hophead always surprised hoppy,ingredients
8117,nothing full bottle take care,packaging
8117,complete three floyds really good,taste
8851,gold holds diminishing white head never gets pinky thick,appearance
8851,muted aroma features light citrus notes whiff powdered malt,ingredients
8851,malt hop bitterness ont back end,ingredients
8851,mostly boring real flavor concentration,taste
8851,watery tasting fore,taste
1068,pumpkin character grabs tongue briefly devasting juggernaut hop bitterness destroys semblence pumpkin,taste
1068,brassy amber color thick layer well sustaining snowy white head,appearance
1068,much hops even higher fusel alcohols jump palate right away,ingredients
1068,full carbonation provides tongue tiny shimmering bubble massage,carbonation
1068,really seems focused spice character much pumpkin,taste
1117,plus flavor nothing write home,taste
1117,enough hop finish,ingredients
1117,definately ipa,style
7049,picking much barrel frequently many barrel,style
7049,pours dark brown near black,appearance
7049,moderate head quickly dissipates,appearance
7049,flavor dominated bells expedition,taste
7049,soften slightly double cream,taste
4452,could bit fuller palate otherwise drinkable,palate
4452,bitter metallic flavors well expected,finish
4452,crisp aromas flavors,taste
4452,little kick pilsner,taste
4452,clear golden color,appearance
5247,pours cloudy orange colour huge rocky long lasting creamy beige head,appearance
5247,flavour also thin grains,ingredients
5247,rather thin mouthfeel,taste
5247,good sticky lacing,appearance
5247,aroma grains,ingredients
9050,pours murky hazy dark yellow,appearance
9050,flavor profile matched nose,taste
9050,whole lot nose,aroma
9050,unspectacular altogether inoffensive,taste
9050,mildly grainy ale,appearance
1875,sure helps understand difference scotch scottish ale,style
1875,aroma roasted malt sweetness though huge aroma,style
1875,pour brown red highlights medium white,appearance
1875,interesting taste side side old chub,taste
1875,little bit oxidation towards end,taste
7716,fantastic paired good vanilla bean ice cream dessert,taste
7716,still lot left naturally let go waste,taste
7716,suggest splitting bottle least people,packaging
7716,perfect tart balancing kick,taste
7716,raspberry flavor dominates,taste
4690,musty orange rind candy caramel aroma,taste
4690,like hopping putting well,ingredients
4690,fine ipa unique hopping,style
4690,clear red amber body,appearance
4690,bit citrus would nice,taste
7254,excellent stout pours dark brown hints malts chocalate coffee,style
7254,ecellent beer,taste
9134,rich aroma taste caramel fruits herbs semi bitter finish,taste
9134,clear amber colour nice creamy head,appearance
9134,bottle,taste
6497,almost stones old guardian alesmiths old numbskull,taste
6497,tastes nothing like sierra nevada brews,style
6497,dark ruby pour oily ring head,appearance
6497,dense aroma alcohol hops caramel,ingredients
6497,resin alcohol malt taste,taste
5770,lot dark fruit flavors like plums raisnis,taste
5770,alcohol stands little bit,alcohol
5770,also taste brown sugar,taste
5770,nice belgian strong,style
5770,murky brown appearance,appearance
5720,slight dryness enables beer quench whatever thirst mouth,style
5720,slightly skeptical first others ratings real deal,style
5720,able satisfy soul maltyness screams existence ``,taste
5720,`` hop bitterness plays somewhat dull effect,ingredients
5720,flavor sweet first settling nice coffe roastness,taste
6082,warming yet heightening sensesa pleasat digestif,finish
6082,corked bottle good day work,taste
6082,effects alcohol grow slowly,alcohol
6082,brown hue chimay glass,appearance
6082,transparent body reddish,appearance
4739,pours medium brown big thick fluffy white head,appearance
4739,ill try another one soon ans see,style
4739,little bit bitter big malty caramel characters,ingredients
4739,finish yeasty nice caramel malts,ingredients
4739,might turned little bit,style
5666,really well crafted beer best breweries,taste
5666,pours black quickly dissapating head,appearance
5666,nice amount malt hops,ingredients
5666,easy drink dark beer,taste
5666,coffee roasted malt nose,aroma
4743,feint sour cherry aroma spices tart cranberries,taste
4743,decent sized white head fine bubbles,appearance
4743,tart cranberries light malts,taste
4743,color hazy orangish red,appearance
4743,finishes sour dry,finish
8324,tastes chocolate roasted malt,ingredients
8324,medium sized foamy head,appearance
8324,decent taste bit watery,taste
8324,dark red mahogoney color,appearance
6696,pours slightly cloudy medium amber beautifully moussy white head really sticks around side glass,appearance
6696,guys get first sip perfect every time,style
6696,nice creamy attack,taste
6696,draft elysian fields,taste
6696,say miod,taste
8698,average wheat beer reminds american pilsner,style
8698,good refreshing beer though hot days,season
8698,taste lacks complexity,taste
8698,lemon dropped inside,taste
8698,smell good,aroma
2409,mouthfeel touch thin watery sure detracts nice aroma good flavor,taste
2409,nice blend mellow wheat caramel malt mild banana spices,taste
2409,amber pour clouded swirled yeast bottom bottle,appearance
2409,big thick head moderate lacing,appearance
2409,rather good brew,style
6204,light yellow color many many many tiny bubbles massive bright white creamy head,appearance
6204,flavor full spicy,taste
6204,aroma lightly cloved,taste
6204,slightly clove tone,taste
6204,slightly bitter,finish
6833,glad last beer tonights tasting session,taste
6833,aroma nasty old free coffee,ingredients
6833,flavor ok nothing thrilled,taste
6833,hint stale ashtray,style
6833,hint dark chocolate,ingredients
4727,hazy reddish brown ale thick collapsing light moka head,appearance
4727,candy bottle caps used buy cap,packaging
4727,rather sweet coniferous brew,style
4727,terpentine light alcohol,alcohol
8624,tons clove banana nose,taste
8624,slightly cloudy pale straw,appearance
8624,taste supports smell,aroma
8624,sure ratings higher,style
8624,estery,taste
9187,sixer might skunked know,taste
9187,nothing `` ale '',style
9187,pilsner stench,taste
9187,burning aftertaste,finish
9153,zesty subtle spiceness sweetness,finish
9153,faint orange peel aroma,aroma
9153,big puffy head,appearance
9153,murky golden,appearance
9153,dominant wheat,ingredients
5477,burned barley malt flavor fruity notes plus good deal allcohol heavily carbonated,ingredients
5477,sweet fruity aroma apple pear peach lot raisin,taste
5477,long hoppy aftertaste overall,ingredients
5477,high creamy lasting ff,taste
5477,hazy dark orange body,appearance
5719,hint vanilla really bourbon speak surprised bit,style
5719,hint piney hop finish,taste
5719,oak aging evident,taste
5719,giving earthy character,taste
5719,flavor pretty complex,taste
8681,pours dark brown color two finger thick light tan head faded pretty quick,appearance
8681,flavor mostly vanilla coffee good bit bitterness background,ingredients
8681,bottle via trade ohiodad,packaging
8681,light medium body,taste
8681,aroma strong coffee,ingredients
6918,flavor starts heavily sewwt moderatly bitter finishes balanced,finish
6918,pours muddy black small creamy brown head,appearance
6918,dark fruits hint vinilla licorice,taste
6918,chocolate malts bit coffee end,ingredients
6918,dark chocolate strong coffee,ingredients
2143,overall sets high standard aged impy stouts,style
2143,think thought wrong alcohol hidden well,alcohol
2143,starts toasty chocolated oak comes,style
2143,smells chocolate grandpas wood shop,ingredients
2143,taste notice perfectly balanced,taste
9554,believe lot ratebeerians missing point slash beer judging `` traditional '' beer,taste
9554,beer league really compared anything else apart extreme beers world,taste
9554,raisins continue way beer together hints dried fruits like figs,taste
9554,tastes soy sauce recommend tastebud,taste
9554,gives absolutely associations beer,taste
9141,pours like honey fizzy mostly lasting white head,appearance
9141,get sweetbread jusst hint bitterness flavor,finish
9141,medium bodied dry finish,taste
9141,aroma doughy floral hops,ingredients
9141,bottle,taste
2157,poured bottle straight middle pint glass rewarded deep dark color nice thick head,appearance
2157,recognized brewery one produces sam adams figured par,taste
2157,assumed xxx stout would perhaps mean strong least,style
2157,far stouts go one pretty standard big thrills,style
2157,enjoyed couple back back finish easily,taste
7282,best light beer ever love sam adams kind tease,taste
7282,flavor kind sweet bitter short finish,finish
7282,aroma everything else light beer put,taste
7282,white head left fair lace,appearance
7282,normal clarity body light,taste
7709,really surprised read reviews beer tried get past bitterness,taste
7709,pours nicely nice color looks like enjoyable christmas,appearance
7709,holiday ales tasted seem play mixture spices,taste
7709,always fun try figure brew master playing,style
7709,bitterness powerful ale completely masks spice,finish
8586,pours clear golden color white head,appearance
8586,pretty solid brew,style
8586,crisp clean finish,taste
8586,bottle thanks doclock,packaging
8586,slight grassy hop,ingredients
2342,nice dark mohogany color huge amazing vanilla head,appearance
2342,honestly say expecting good beer commonly seen area,taste
2342,nice lacing throughout entire glass,appearance
2342,high alcohol content quite subtle,alcohol
2342,quite smooth silky,taste
9142,cookie malt flavors accompanied light floral hops,ingredients
9142,falvors light place,taste
9142,well balanced,style
9142,crisp clean,taste
9142,toast,ingredients
5154,long rich full finish,taste
5154,floral hop flavor w,ingredients
5154,cloudy golden color w,appearance
5154,great belgian aroma,style
5154,big white head,appearance
9431,would good `` starter stout '' newbees,style
9431,moderate foamy tan head,appearance
9431,sweet roasted malt aroma,style
9431,good basic stout,style
9431,flavors roasted malt,style
4454,somewhat astringent finish still offensive,finish
4454,nice lighter tasting offering abc,taste
4454,good summer bbq beer,season
8658,smooth balanced well,taste
8658,flavors much,taste
8658,aroma lemon,aroma
8658,yeast,ingredients
8658,spice,aroma
4250,sweet overt cherry juice sugary note,ingredients
4250,aroma caramel light cherry,taste
4250,copper orange minimal head,appearance
4250,tad sweet,taste
1921,slightly strong aroma quite similar b,aroma
1921,taste like character indian pale ale,style
1921,color bit darker pale yellow,appearance
1921,probably best style think far,style
1921,makes brew enjoyable none less,style
4466,sweet fruity banana brown sugar flavor hints nutmeg clove,ingredients
4466,aroma brown sugar banana nutmeg,taste
4466,spicy sweet fruity finish,taste
4466,clear amber white head,appearance
4466,medium full body,taste
6424,quite bitter light citric end,finish
6424,white small fluffy head,appearance
6424,sweetness herbs immdiate notes,taste
6424,light cocoa well,ingredients
6424,flavour light caramel,ingredients
1317,carbonation zing match flavour id rather carbonation less,carbonation
1317,sourness kept check thoroughly drinkable,finish
1317,although would remotely describe smooth,taste
1317,find beer hard describe words,taste
1317,aroma typical wheat beer,style
9037,flavor delicate harsh dark beers smooth going,taste
9037,dark medium lite tan head,appearance
9037,aroma sweet malt,taste
9037,dark beer,taste
9037,smooth,taste
950,one better canned beers ever,taste
950,color beautiful amber nice,appearance
950,ya get theya heeya,style
1951,taste much better victory triple ale called golden monkey,style
1951,content du monde highly recommended,style
1951,could never tell beer,taste
1951,great tasting beer,taste
1951,taste sweet,taste
9884,pours pitch black huge brown head,appearance
9884,smells chocolatey truffley definite coffee backbone,ingredients
9884,taste absolutely dominated coffee dark chocolate,ingredients
9884,thanks shivtim bringing beer club,taste
9884,breakfast stout maybe quite delicious,style
1524,pours hugeomoneous head need let settle could finish pouring,appearance
1524,think miscategorized unless category allagash white would go,appearance
1524,pours cloudy yellow bright white head,appearance
1524,oz bottle via trade ughsmash,packaging
1524,much way smell bit lemon,aroma
8357,flavours little roasty chocolate good amount floral hops short bitter finish,ingredients
8357,brown average size diminishing tan head,appearance
8357,aroma lightly roasted malt,style
8357,pretty good porter,style
5602,like white pine resins white grapefruit pith come back end,taste
5602,spicy hop anoma tangelo zest lightly bitter spruce tips,ingredients
5602,mildly bitter hop presence palate flavors coming back end,ingredients
5602,honey amber color thick layer well sustaining ivory foam,appearance
5602,gentle honeyed caramel malt characters balance nose nicely,aroma
5721,courtesy slob long vertical horizontal run excellent imperial stouts,style
5721,finishes hops keep running away malt happy,ingredients
5721,certainly bourbon strong alcohol flavors,style
5721,last rating one sites count,style
5721,touch wood chips warmer temperatures,alcohol
9032,solid fruit beer,taste
9032,rich berry aromatics,taste
9032,pours light hazy,appearance
9032,body light,taste
9032,pale yellow,appearance
6224,seems like start sampling balanced brews hit simcoe double ipa moylan hopsickle,ingredients
6224,brew almost little well balanced taste prefer massive hop overload,ingredients
6224,alcohol well hidden till hits empty stomach,alcohol
6224,love lable however screen printer bottle collector,packaging
6224,aroma vanilla chocolate,ingredients
2280,subdued hops bitterness followed complex chocolate based bitterness palate,ingredients
2280,pours deep amber light offwhite head,appearance
2280,full bodied slight creamy feel,taste
2280,touch alcohol reaches nose finish,alcohol
2280,home desert chocolate mousse,ingredients
5715,get awesome hop aroma smooth chocolatey mouthfeel,ingredients
5715,nice distinct differences beginning end,style
5715,bitter coffee finish lovely balance,ingredients
5715,first sip big hops chocolate,ingredients
5715,super dark pour,appearance
930,sweet lot fruity cherry tartness toward thinner sweet,ingredients
930,pours clear copper orange ruby hues decent,appearance
930,sweet pale malt citric cherry tartness,ingredients
930,overly tart thin fruit beer,taste
930,body starts pretty thin semi,taste
8701,little hard find around,taste
8701,nice tasty beer,taste
8701,worth effort,style
8325,aroma roasted malt rye,style
8325,roasted malty rye,style
8325,taste sweet,taste
8325,really complex,taste
8325,lasting head,appearance
1199,poured lighter clear yellow color smaller sized white head,appearance
1199,tastes follow honey sweetness,ingredients
1199,lacing left glass,appearance
1199,thinner body,taste
1199,somewhat fruity,taste
7346,like dark cherry juice chocolaty finish,taste
7346,tart cherry flavor roasted malt background,taste
7346,sweet front evolves bitter finish,finish
7346,dark reddish brown minimal head,appearance
7346,much thinner character java stout,style
9896,overall wish every single bottle raspberry tart good,taste
9896,taste burst great flavor base feel malty,taste
9896,go away leaves rock solid lacing,appearance
9896,smell like fresh raspberry bush,taste
9896,fills flute almost goes flows,appearance
8683,guess bounces `` almost drinkable '' `` near drain pour '' sip,style
8683,point even adding hops going total ibus,ingredients
8683,atwater vanilla java porter dark brown color,appearance
8683,times tastes like extract homebrew gone awry,ingredients
8683,average body bit thin time time,taste
9827,almost like drinking carbonated water looked like good beer,taste
9827,third beer sample `` adventure '' sampler case,taste
9827,dark golden reddish color well carbonated,appearance
9827,slight hints carmel absolutely hop presence,ingredients
9827,boy adventure futility far,style
6812,hazy yellow nice white head,appearance
6812,draft san diego brewing company,place_of_service
6812,flavors standard style,taste
6812,come spice,aroma
6812,citus aromas,taste
8207,tap blind tiger grand opening night,place_of_service
8207,taste boozy others saying,taste
8207,sweet vinuous malty aroma,ingredients
8207,sweet vermouth fainter vanilla,finish
8207,fruity like prunes vanilla,taste
1026,poured amber small head,appearance
1026,favor shows also banana,ingredients
1026,compares well german ones,taste
1026,good nose malts hops,ingredients
1026,mouthfeel nice rich,taste
6467,also tastes bit sugary malty end,taste
6467,small tan head largely diminished,appearance
6467,poured amber color redish tint,appearance
6467,flavor lightly sweet moderately bitter,finish
6467,also little scent malts,taste
6469,prefer pale ale due fact less filling,style
6469,another pleaser sierra nevada,style
6469,hop heaven,ingredients
4410,medium bodied watery texture,taste
4410,creamy average tan head,appearance
